ObjectID,Type,Date,Context,Text,FormattedText,TextileText
146547,Published Catalogue Text,2013,In Harmony: The Norma Jean Calderwood Collection of Islamic Art,"1, 2   Rectangular jar with lid Northwest Iran, 9th–7th century BCE Faience with turquoise (copper), yellow (lead antimonate), purplish black (manganese), and colorless alkali glazes 12.4 × 9.6 × 9.3 cm (4 7⁄8 × 3 ¾ × 3 11⁄16 in.) 2002.50.96   Cylindrical jar with lid Northwest Iran, 9th–7th century BCE Faience with turquoise (copper), yellow (lead antimonate), and colorless alkali glazes 9.7 × 8 cm (3 13⁄16 × 3 1⁄8 in.) 2002.50.97   In ancient as in later Iran, colorful glazes embellished ceramic vessels and wall decoration. The glaze colors (including turquoise, yellow, white, and black) as well as the animal and plant motifs depicted on these objects largely followed Mesopotamian models. From the destruction level at Hasanlu, in northwest Iran, dated to circa 800 BCE, come glazed tiles and vessels, among these a beaker painted with an unusually loose, abstract pattern consisting of triangles and dots.[1] The two jars discussed here bear patterns similar to those of the Hasanlu beaker and several other vessels reportedly from the site or surroundings of Ziwiye, an Iron Age citadel southeast of Hasanlu.[2]   The 1947 find at Ziwiye of a rich assemblage of artifacts, the so-called Ziwiye Treasure, led to further clandestine excavations and established the site as an antiquities-market label, which also attracted forgeries.[3] Although documented excavations in the area appear not to have provided exact parallels for the lidded “Ziwiye-type” containers, they have revealed glazed vessels and tiles.[4] Decorated with floral patterns as well as ibexes, sphinxes, and other mythological creatures, these finds attest that Mannea, as the region was called in the ninth to seventh centuries BCE, produced, or at least had access to, skillfully made glazed artifacts. The two Calderwood jars were perhaps intended for cosmetics. The rectangular example (cat. 1) has two pierced lug handles and four stumpy feet; the appearance and ill fit of its slightly domed lid suggest that it may not belong to the jar. Turquoise glaze lines frame the edges and divide the top of the lid into four triangles, which are filled with dots in the same color. The four sides of the vessel are decorated in a turquoise zigzag pattern. The standing triangle at the center of each side is white with black dots; the hanging triangle extending over each corner is yellow with turquoise dots. Rim and handles are covered in turquoise glaze, which also extends partway down on the interior. The jar is composed of numerous fragments, with some fills and inpainting.   The cylindrical jar (cat. 2) has pierced lug handles and a dome-shaped lid that is pierced at the center. The vessel bears a battlement pattern outlined in turquoise and filled with yellow glaze. Spikes project above and below, and dots punctuate both the pattern itself and the spaces between the spikes. The lid features a cross-shaped motif outlined in turquoise and filled with yellow in two of the quadrants. There are turquoise dots in each of the segments. Much of the glaze is worn off and partly restored in modern paint. Thermoluminesence analysis has confirmed the authenticity of the two Calderwood jars.[5] They are made not of clay but of faience, a quartz-based material. Scientific examination has shown that the glaze is a soda-lime glass derived from plant ash, as is common for this period. The glazes are colored by lead antimonate with various quantities of iron oxide for the yellow (Naples yellow), by copper for the turquoise, and by manganese for the purplish black.[6] The same colorants were used for glazed bricks from Achaemenid Persian Susa.[7]    Susanne Ebbinghaus    [1] Dyson 1968, 90,101, fig. xxxix; Dyson 1989, 9, fig. 10b; Fukai 1981, 8-9, figs. 9-10.  [2] Fukai 1981, 8–21, compare especially pls. 15, 20, 25–27, 33–37, 44. [3] Godard 1950; Muscarella 1977; Muscarella 2000, 76–81.  [4] See V. Curtis and St. J. Simpson 1998, 193–94, fig. 8: 4–6; Hassanzadeh 2006; Rezvani and Rustaei 2007, 146–47, 150, pls. 12–13, and pl. 26, figs. 12–13; Hassanzadeh and Mollasalehi 2011. Somewhat smaller, once-lidded containers were found at Hasanlu: see Dyson 1968, ill. on 90; Metropolitan Museum of Art (63.109.16 and 65.163.68).  [5] Thermoluminescence analysis carried out by Oxford Authentication Ltd. in 2011 indicated that one jar (2000.50.96) was last fired between 1800 and 2800 years ago and the other (2000.50.97) between 1600 and 2800 years ago. Samples were taken from the bases of the jars, so the authenticity of the lids is not assured.  [6] The colorless alkali glaze appears “milky” due to bubbles. X-ray florescence (XRF), scanning electron microscopy with energy dispersive microanalysis (SEM-EDS), and Raman spectroscopy were carried out by Katherine Eremin at the Straus Center for Conservation and Technical Studies, Harvard Art Museums.  [7] Compare Fukai 1981, 20–21; Moorey 1994, 180– 86; Razmjou et al. 2004; Tite and Shortland 2008, 93–103, 187–98, with further references. ",NULL,NULL
146512,Published Catalogue Text,2013,In Harmony: The Norma Jean Calderwood Collection of Islamic Art,"1, 2   Rectangular jar with lid Northwest Iran, 9th–7th century BCE Faience with turquoise (copper), yellow (lead antimonate), purplish black (manganese), and colorless alkali glazes 12.4 × 9.6 × 9.3 cm (4 7⁄8 × 3 ¾ × 3 11⁄16 in.) 2002.50.96   Cylindrical jar with lid Northwest Iran, 9th–7th century BCE Faience with turquoise (copper), yellow (lead antimonate), and colorless alkali glazes 9.7 × 8 cm (3 13⁄16 × 3 1⁄8 in.) 2002.50.97   In ancient as in later Iran, colorful glazes embellished ceramic vessels and wall decoration. The glaze colors (including turquoise, yellow, white, and black) as well as the animal and plant motifs depicted on these objects largely followed Mesopotamian models. From the destruction level at Hasanlu, in northwest Iran, dated to circa 800 BCE, come glazed tiles and vessels, among these a beaker painted with an unusually loose, abstract pattern consisting of triangles and dots.[1] The two jars discussed here bear patterns similar to those of the Hasanlu beaker and several other vessels reportedly from the site or surroundings of Ziwiye, an Iron Age citadel southeast of Hasanlu.[2]   The 1947 find at Ziwiye of a rich assemblage of artifacts, the so-called Ziwiye Treasure, led to further clandestine excavations and established the site as an antiquities-market label, which also attracted forgeries.[3] Although documented excavations in the area appear not to have provided exact parallels for the lidded “Ziwiye-type” containers, they have revealed glazed vessels and tiles.[4] Decorated with floral patterns as well as ibexes, sphinxes, and other mythological creatures, these finds attest that Mannea, as the region was called in the ninth to seventh centuries BCE, produced, or at least had access to, skillfully made glazed artifacts. The two Calderwood jars were perhaps intended for cosmetics. The rectangular example (cat. 1) has two pierced lug handles and four stumpy feet; the appearance and ill fit of its slightly domed lid suggest that it may not belong to the jar. Turquoise glaze lines frame the edges and divide the top of the lid into four triangles, which are filled with dots in the same color. The four sides of the vessel are decorated in a turquoise zigzag pattern. The standing triangle at the center of each side is white with black dots; the hanging triangle extending over each corner is yellow with turquoise dots. Rim and handles are covered in turquoise glaze, which also extends partway down on the interior. The jar is composed of numerous fragments, with some fills and inpainting.   The cylindrical jar (cat. 2) has pierced lug handles and a dome-shaped lid that is pierced at the center. The vessel bears a battlement pattern outlined in turquoise and filled with yellow glaze. Spikes project above and below, and dots punctuate both the pattern itself and the spaces between the spikes. The lid features a cross-shaped motif outlined in turquoise and filled with yellow in two of the quadrants. There are turquoise dots in each of the segments. Much of the glaze is worn off and partly restored in modern paint. Thermoluminesence analysis has confirmed the authenticity of the two Calderwood jars.[5] They are made not of clay but of faience, a quartz-based material. Scientific examination has shown that the glaze is a soda-lime glass derived from plant ash, as is common for this period. The glazes are colored by lead antimonate with various quantities of iron oxide for the yellow (Naples yellow), by copper for the turquoise, and by manganese for the purplish black.[6] The same colorants were used for glazed bricks from Achaemenid Persian Susa.[7]    Susanne Ebbinghaus    [1] Dyson 1968, 90,101, fig. xxxix; Dyson 1989, 9, fig. 10b; Fukai 1981, 8-9, figs. 9-10.  [2] Fukai 1981, 8–21, compare especially pls. 15, 20, 25–27, 33–37, 44. [3] Godard 1950; Muscarella 1977; Muscarella 2000, 76–81.  [4] See V. Curtis and St. J. Simpson 1998, 193–94, fig. 8: 4–6; Hassanzadeh 2006; Rezvani and Rustaei 2007, 146–47, 150, pls. 12–13, and pl. 26, figs. 12–13; Hassanzadeh and Mollasalehi 2011. Somewhat smaller, once-lidded containers were found at Hasanlu: see Dyson 1968, ill. on 90; Metropolitan Museum of Art (63.109.16 and 65.163.68).  [5] Thermoluminescence analysis carried out by Oxford Authentication Ltd. in 2011 indicated that one jar (2000.50.96) was last fired between 1800 and 2800 years ago and the other (2000.50.97) between 1600 and 2800 years ago. Samples were taken from the bases of the jars, so the authenticity of the lids is not assured.  [6] The colorless alkali glaze appears “milky” due to bubbles. X-ray florescence (XRF), scanning electron microscopy with energy dispersive microanalysis (SEM-EDS), and Raman spectroscopy were carried out by Katherine Eremin at the Straus Center for Conservation and Technical Studies, Harvard Art Museums.  [7] Compare Fukai 1981, 20–21; Moorey 1994, 180– 86; Razmjou et al. 2004; Tite and Shortland 2008, 93–103, 187–98, with further references. ",NULL,NULL
147861,Published Catalogue Text,2013,In Harmony: The Norma Jean Calderwood Collection of Islamic Art,"3   Dish with green splashed decoration Iraq, Abbasid period, 9th century[1] Buff-colored earthenware with patches of green (copper) running in clear lead glaze 4.1 × 21.2 cm (1 5/8 × 8 3/8 in.) 2002.50.104   Published: McWilliams 2002a, 13, fig. 4.   Although the collection contains important pre-Islamic antecedents in the Ziwiye wares (cats. 1 and 2), Norma Jean Calderwood’s initial focus was on the glazed ceramics of the Islamic era. This green-splashed dish, the earliest Islamic ceramic vessel in the collection,[2] represents the glazed luxury wares being produced in Abbasid Iraq by the late eighth to early ninth century. The rounded walls and slightly everted rim of this dish recall those of Tang white wares. Whether the production of color-splashed ceramics in the Islamic world was an independent development or was also inspired by wares imported from China is still unresolved.[3] A copper oxide was applied in patches on the exterior and interior rim of this dish before it was fired upright. The green patches flowed freely in the clear glaze, pooling at the center into a shape serendipitously resembling a lotus blossom.   Ceramics with colorants running in a clear glaze were broadly popular and widely produced in the early Islamic era; wasters have been found from Afrasiyab, in Uzbekistan, to Fustat, in Egypt.[4] Because this visual effect could be achieved through various techniques, assigning place and time of production to these wares is often difficult.[5] Calderwood acquired this dish as an example of eastern Iranian splash ware, but on the basis of its well-formed foot, its finely potted profile with recurved rim, and its lack of secondary incised decoration, it is here attributed to Iraq.   Mary McWilliams   [1] The bowl is of “ancient origin,” according to the results of thermoluminescence analysis carried out at the Research Laboratory of the Museum of Fine Arts, Boston, in 1973.  [2] Calderwood acquired a small dish, cat. 50, as an example of the green-glazed wares of the late Umayyad period, but it was more likely created in early modern Vietnam or China, according to Robert D. Mowry.  [3] Watson 2004, 47, 171, 199.  [4] Wilkinson 1973, 54.  [5] See Grube 1994, 33. ",NULL,NULL
165499,Published Catalogue Text,2013,In Harmony: The Norma Jean Calderwood Collection of Islamic Art,"4   Fragmentary bowl with seated figure holding a beaker Iraq, Basra, Abbasid period, 10th century Buff-colored earthenware painted with luster (silver and copper) over white lead alkali glaze opacified with tin 6.8 × 22.2 cm (2 11/16 × 8 3/4 in.) 2002.50.84   Published: McWilliams, 2004, 11.   Luster painting is often cited as the greatest contribution of Islamic potters to the history of ceramics. This difficult and costly decorative technique, which requires two firings, appears to have originated in the late eighth or early ninth century in the Iraqi port town of Basra, where it flourished for some two centuries.[1] Abbasid lusterwares enjoyed immense success and prestige and have been found along trade routes from the Strait of Gibraltar to the Strait of Malacca.[2] The four monochrome luster bowls in the Calderwood Collection represent what is often considered the last phase of Basra luster production.[3] In the late tenth century, luster painting on ceramics spread outward from Iraq, with brilliant, albeit differing, manifestations in Egypt, Spain, and Italy to the west and Syria and Iran to the east.    Although slightly more than half plaster fill, this bowl retains the image of an arresting figure, probably female, with a riveting gaze.[4] She has long, wavy locks of hair and is adorned with earrings, a necklace, a decorated textile band (ṭirāz) on her arm, and an elaborately checkerboard-patterned lower garment.[5] Her seated position and the triangular beaker that she holds at chest level (in a six-fingered hand) suggest the princely pastime of wine drinking.    This bowl, unlike most lusterwares of the same phase, shows the figure isolated against a plain white ground. The glazed base bears a fragmentary, illegible inscription in Kufic script.    Mary McWilliams   [1] This discussion follows the developmental chronology proposed for luster ceramics in Mason 2004, 23–62 and 156–68. [2] Hallett 2010, 76 [3] For a divergent opinion, see Philon 1980, 73. [4]A very similar face appears on a monochrome luster fragment (Benaki Museum, Athens, 321) illustrated in Philon 1980, 159, fig. 356. [5] A similar checkerboard pattern appears on a monochrome luster fragment, a bowl base (Benaki Museum, Athens, 324) illustrated in Philon 1980, 144, fig. 315.",NULL,NULL
165420,Published Catalogue Text,2013,In Harmony: The Norma Jean Calderwood Collection of Islamic Art,"5   Bowl with standing figure holding a bottle Iraq, Basra, Abbasid period, 10th century Buff-colored earthenware painted with luster (silver and copper) over white lead alkali glaze opacified with tin 4.1 × 13.7 cm (1 5/8 × 5 3/8 in.) 2002.50.70   This small bowl, reconstructed from about ten fragments, depicts a standing female figure. Half of her head, starting at the widow’s peak, and the top portion of the implement in her raised hand are now plaster fill. Like the figure on the previous bowl (cat. 4), this woman has long, wavy hair and wears earrings and ṭirāz armbands. She carries a globular bottle, which again signals the courtly enjoyment of intoxicating beverages. Leaves of elongated teardrop form and a field of V-shaped marks fill the space around her. The luster decoration on the exterior consists of concentric circles amid dots and dashes, which can also be seen on other bowls in the collection (cats. 4, 6, and 7). The bottom of the foot is glazed and marked with four dabs of luster.    Mary McWilliams",NULL,NULL
165491,Published Catalogue Text,2013,In Harmony: The Norma Jean Calderwood Collection of Islamic Art,"6   Bowl with rooster and fish Iraq, Basra, Abbasid period, 10th century[1] Buff-colored earthenware painted with luster (silver and copper) over white lead alkali glaze opacified with tin 5.9 × 23.2 cm (2 5/16 × 9 1/8 in.) 2002.50.72   Published: McWilliams 2004, 3, 11, fig 2.   Repaired from about twenty fragments, but with only small losses, this bowl is decorated with two startled-looking animals— a rooster, and, in its beak, a fish. Their wide-eyed energy is sustained by other sharply angled elements of the design: fins and tail feathers, coxcomb, and fluttering scarf.[2] These creatures have long carried positive associations: the rooster, as the harbinger of dawn, symbolizes hope, while the fish suggests bounty. In religious contexts, the rooster also developed more specifically auspicious connotations: according to a popular epigram attributed to the Prophet Muhammad, he crows when he sees an angel; in Christian tradition, his invigorating sound recalls the faltering to their faith. The glazed base of this bowl bears an undecipherable inscription in Kufic script.   Mary McWilliams   [1] The bowl was last fired between 700 and 1200 years ago, according to the results of thermoluminescence analysis carried out by Oxford Authentication Ltd. in 2011.  [2] In Grube 1994, 38, cat. 25, Peter Morgan, referring to a bowl in the Khalili Collection, London, describes a similar adornment on a bird’s head as “the classical Sasanian imperial ribbon.”",NULL,NULL
165490,Published Catalogue Text,2013,In Harmony: The Norma Jean Calderwood Collection of Islamic Art,"7    Small bowl with quadruped and inscription Iraq, Basra, Abbasid period, 10th century[1] Buff-colored earthenware painted with luster (silver and copper) over white lead alkali glaze opacified with tin 5.6 × 16.2 cm (2 3/16 × 6 3/8 in.) 2002.50.71   Published: McWilliams 2003, 235, 237, fig. 11; McWilliams 2007, 14, fig. 1.   The Arabic word for “blessing” (baraka) is written twice below the curious four-legged beast that fills this small bowl. The slender legs of the animal and its hooves with dewclaws probably indicate that it was intended to be a deer, a creature admired for its beauty and prized by hunters as game. Its neck, head, and upper back are an early restoration, poorly painted on plaster fill.[2]   Mary McWilliams   [1] This bowl is of “ancient origin,” according to the results of thermoluminescence analysis carried out by the Research Laboratory of the Museum of Fine Arts, Boston, in 1973. [2] The original head probably resembled that of a beast on a monochrome luster fragment (Benaki Museum, Athens, 231) illustrated in Philon 1980, 151, fig. 335. Philon identifies that animal as a hare.",NULL,NULL
165476,Published Catalogue Text,2013,In Harmony: The Norma Jean Calderwood Collection of Islamic Art,"8   Bowl with two birds circling an inscription Iran, Nishapur, Samanid period, 10th century[1] Reddish earthenware covered in whitish slip and painted with green (chromium) slip under clear lead glaze 5.9 × 20.7 cm (2 5/16 × 8 1/8 in.) 2002.50.57   Published: McWilliams 2004, 11.   Potters working during the reign of the Samanid dynasty (819–999) in northeastern Iran and Central Asia produced some of the most impressive and distinctive wares in the history of Islamic art. One of their most successful decorative techniques involved the use of slips—colored clays in solution—both to envelop the reddish earthenware body of vessels and to add surface designs.    The body of this bowl, for example, is covered completely in a whitish slip, with a lively design in olive green painted over it. The green color is produced by fine particles of a chromium compound. Within a rim decorated with running crescents appear two wide-eyed birds, positioned breast-to-tail, who pinwheel around an Arabic inscription in foliated Kufic that reads, “Blessing to him” (baraka lahu). On the exterior, three circles enclosing parallel diagonal lines alternate with three downward-pointing arrows. The crescents, pop-eyed animals, benevolent inscription, and circles echo designs on tenth-century monochrome lusterwares produced in Basra (see cats. 4–7). Slip-painted imitations of Basra vessels seem to have been a specialty of the potters of Nishapur, in northeastern Iran.[2]    A clear glaze with a slight greenish tinge covers the interior and exterior of this bowl, including its beveled, slightly concave base. The vessel has been put back together from fragments, with painted plaster filling in losses in the wing of the inverted bird.    Mary McWilliams   [1] The bowl was last fired between 800 and 1300 years ago, according to the results of thermoluminescence analysis carried out by Oxford Authentication Ltd. in 2011.  [2] Fehérvári 2000, 63.",NULL,NULL
165533,Published Catalogue Text,2013,In Harmony: The Norma Jean Calderwood Collection of Islamic Art,"9   Jug with inscription Probably Uzbekistan, Samarkand, Samanid period, late 9th–10th century[1] Reddish earthenware covered in white slip and painted with black (manganese and iron) under clear lead glaze Body: 10.6 × 9.8 cm. (4 3/16 × 3 7/8 in). Handle and rim: 12.2 cm (4 13/16 in.) 2002.50.91   Published: McWilliams 2004, 11.    Among the most impressive ceramics produced during the reign of the Samanids are the epigraphic wares, so called because their sole or main decoration consists of stately Kufic script. An austere Arabic inscription, which may be read as “The noblest thing is the well-being of my guest” (ashraf al-shay nuzlī al-munā), lends surprising majesty to this small jug. Written in black, four words are evenly spaced around the bulbous body, with an almond-shaped lozenge marking the end of the phrase. The tall ascending letters curve gently to the left. The intersection of the neck and body is ringed by a black line, which breaks into a looping motif at the front of the jug, opposite the handle. The black slip is raised slightly above the white surface; a carving tool has been used to sharpen its contours. The jug has been reassembled from thirteen fragments; small losses filled with plaster have been painted white. The reddish earthenware body, including the flat base, is covered entirely in white slip and a slightly yellowish clear glaze.    Mary McWilliams   [1] This jug is of “ancient origin,” according to the results of thermoluminescence analysis carried out by the Research Laboratory of the Museum of Fine Arts, Boston, in 1973. ",NULL,NULL
165532,Published Catalogue Text,2013,In Harmony: The Norma Jean Calderwood Collection of Islamic Art,"10   Bowl inscribed with a saying of ʿAli ibn Abi Talib Iran, Nishapur, Samanid period, 10th century Reddish earthenware covered in white slip and painted with black (manganese and iron) under clear lead glaze 6.1 × 21.5 cm (2 3/8 × 8 7/16 in.) 2002.50.83   Written around the rim of this bowl in a “new style” Kufic, with ascenders deflected abruptly to the left, is an epigram in Arabic attributed to ʿAli ibn Abi Talib, the son-in- law of the Prophet Muhammad, praising knowledge and manly virtue: “Knowledge is the noblest of personal qualities, and love is the highest of pedigrees” (al-ʿilm ashraf al-aḥsāb wʾal-mawadda ashbak al-ansāb).[1] A pear-shaped ornament rising out of the last letter of the last word (al-ansāb) marks the end of the inscription. Written across the center is a single Arabic word, aḥmad, which appears frequently on Samanid epigraphic bowls. In this context it is usually construed not as the signature of a potter but as a blessing: “most praiseworthy.” Proverbs praising knowledge and exhorting the owner to various forms of virtuous conduct appear frequently on these elegantly inscribed epigraphic wares, suggesting that they were appreciated by a class of users who placed high value on learning and ethical behavior. On the interior and exterior of this well-potted bowl, the entire pinkish-buff ceramic body, including the beveled, slightly concave base, has been covered in white slip and clear glaze. The vessel is fragmentary; the last word of the inscription has been partially reconstructed on a plaster fill.    Mary McWilliams    [1] Other Samanid epigraphic wares with the same saying are listed in Ghouchani 1986, 9. ",NULL,NULL
